년도,자치구,점포수,연도별_평균_상권_매출금액,연도별_주중_평균_상권_매출금액,연도별_주말_평균_상권_매출금액,연도별_월요일_평균_상권_매출금액,연도별_화요일_평균_상권_매출금액,연도별_수요일_평균_상권_매출금액,연도별_목요일_평균_상권_매출금액,연도별_금요일_평균_상권_매출금액,연도별_토요일_평균_상권_매출금액,연도별_일요일_평균_상권_매출금액,연도별_00_06_시간대_평균_상권_매출금액,연도별_06_11_시간대_평균_상권_매출금액,연도별_11_14_시간대_평균_상권_매출금액,연도별_14_17_시간대_평균_상권_매출금액,연도별_17_21_시간대_평균_상권_매출금액,연도별_21_24_시간대_평균_상권_매출금액,연도별_남성_평균_상권_매출금액,연도별_여성_평균_상권_매출금액,연도별_10대_평균_상권_매출금액,연도별_20대_평균_상권_매출금액,연도별_30대_평균_상권_매출금액,연도별_40대_평균_상권_매출금액,연도별_50대_평균_상권_매출금액,연도별_60대이상_평균_상권_매출금액
2017,동대문구,67343,700563530.0185121,693006074.0234679,510911556.328523,604051197.570319,580584766.3952261,575258516.465865,597602318.9409002,574139346.2048732,487657631.4067312,0.0,139332775.37963822,0.0,550045466.1440916,0.0,587751381.4687046,378548424.1921226,637853523.3979893,595251548.9183514,0.0,301638902.33739114,449761937.4215464,575989233.7800155,601848273.2785133,517132946.50025636
2017,동작구,60488,554848890.1042249,552397304.3715355,419412592.1007269,485189548.4954996,467805872.56934464,468028770.5341133,445852354.79412436,459087285.2310091,0.0,0.0,0.0,0.0,462260436.97024477,0.0,0.0,341371685.8926534,508219900.76717424,508423030.9926673,0.0,271930092.2366639,378320454.0978506,477799216.29493016,0.0,0.0
2017,마포구,102515,860087534.2191969,864618539.0026028,0.0,0.0,0.0,0.0,0.0,726638332.1056765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786742870.7002827,708959814.301124,0.0,410018309.47981316,590854012.7665325,0.0,744069372.3987362,0.0
2017,서대문구,55510,521989311.9975031,523242856.0931426,0.0,428793833.25341237,450303742.3704059,448891740.6489812,439899956.107687,0.0,0.0,244212126.82198334,0.0,0.0,0.0,474617540.2750205,445432367.60400945,309492579.60799444,464681342.5369544,450394642.54786867,94223618.66474645,214830643.3120123,372690257.00764996,441711265.7253656,435194273.96919835,426872197.631533
2017,서초구,117600,1396753043.9498267,1404521340.8246636,0.0,1173789121.0236583,1157120041.148135,1120174647.6153288,0.0,0.0,891843749.250454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328027792.6188843,1204337550.8562226,0.0,0.0,0.0,1188096699.6017528,1134782082.044609,0.0
2017,성동구,46865,623814689.6454313,625470467.2880367,401999354.68045163,520493745.37327915,493944663.9031636,484233795.04814684,0.0,0.0,382056128.78886676,0.0,0.0,0.0,0.0,544124943.3117251,0.0,0.0,563605852.1439784,508589928.46050864,0.0,0.0,410744374.4630238,511778748.20888007,0.0,418492935.4737421
2017,성북구,58520,635209337.0394647,617780828.2325126,480734878.2361531,514382068.4349111,0.0,512000679.1438414,0.0,0.0,461126946.1732449,0.0,0.0,0.0,529841770.5189267,0.0,541712521.2064922,0.0,560568139.9771967,564972781.9313155,0.0,300329495.6802544,445277724.33597624,558893958.8451341,547327100.9132107,487573426.53932697
2017,송파구,114515,1200488710.0133626,1182243700.359073,0.0,0.0,984663479.4182786,955658261.6310332,0.0,0.0,0.0,0.0,0.0,0.0,992876627.6964662,1059966476.5715604,979556163.180757,665735574.2208308,1108455332.8886294,0.0,0.0,0.0,0.0,992850246.1131817,1055894336.6438564,924076399.6715248
2017,양천구,64833,609772285.5744116,606508814.3880693,0.0,0.0,498665276.9106423,522447126.94478375,524608752.00033444,513213532.6171672,0.0,0.0,0.0,0.0,506909740.9835148,544739835.9932865,516597630.0866337,0.0,554661395.8408196,518818525.76405495,0.0,283459263.2386875,454113079.68200475,529929612.65752643,545732012.8119229,467366550.8651204
2017,영등포구,82992,902003075.8687859,910797452.1894056,584825167.375558,0.0,0.0,737177663.6639427,777138038.4832141,0.0,545518992.7504193,0.0,0.0,0.0,740984569.5472646,0.0,0.0,0.0,803809778.6583768,756176104.2033646,0.0,0.0,603701927.1961546,0.0,0.0,678299259.7557257
2017,용산구,68376,688130961.11166,692508485.2269822,410590149.53283715,0.0,0.0,512777257.47075546,0.0,0.0,396095864.91926974,264380102.5093604,0.0,430375012.62856513,0.0,0.0,565088398.7854196,0.0,622533912.1432527,590298782.9846588,0.0,257934959.40488818,468476522.7452783,611537210.0231627,567288321.3746121,546993586.5755628
2017,은평구,63396,693316966.7535999,683014426.9175869,0.0,583056134.0750573,602658175.6999484,0.0,569101265.5230045,0.0,508768020.2645385,0.0,0.0,0.0,0.0,595636669.6099285,605832781.4940794,0.0,608739261.4680741,628254621.2394382,126201660.64760023,314926283.0059644,490516983.4246294,584844184.9271604,619689380.7041265,0.0
2017,종로구,116125,825781692.634442,824571254.6417527,509287566.6464102,675233801.8984958,0.0,673281240.3215489,641372560.0541443,666132731.9490571,514971860.6268011,0.0,0.0,0.0,0.0,698403908.9428945,0.0,0.0,695727318.672833,690773345.1717117,0.0,0.0,503062000.5333405,631260713.360377,693370751.1998243,664276487.284118
2017,중구,205407,910461496.1998664,907950380.3424028,547865581.6411297,0.0,739981215.5781168,774929490.2979318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800078712.2143636,0.0,0.0,827304104.4629873,686951770.833192,0.0,0.0,0.0,698533542.3045508,778237863.1108174,722189284.5908582
2017,중랑구,57332,587937115.7403427,589070354.6221383,444412340.69276804,0.0,0.0,0.0,493398810.248187,514932652.71703094,431529206.2588254,288022570.10794264,0.0,0.0,486018564.85713613,0.0,502786470.30268246,0.0,534143747.5553247,525329135.81739855,0.0,284019708.11095655,0.0,507610169.50682765,533286508.54927796,485716607.67656994
2018,강남구,175989,2287049544.0413465,2301338846.7000346,1628631846.1329207,0.0,0.0,0.0,0.0,0.0,0.0,1221554712.8886898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890327269.7102847,1929701848.546489,0.0
2018,강동구,75915,745498371.0154418,740426247.4161248,565747229.2462751,0.0,0.0,613227621.0113832,642005926.0111161,640043764.0821159,0.0,370403375.3098991,0.0,0.0,0.0,663055766.6626743,635696762.9479994,0.0,650089441.0948783,676874098.5491389,0.0,347640977.021467,518994505.5723401,624989843.8936204,0.0,0.0
2018,강북구,47324,471718345.6791184,461467975.0589462,360680430.79283994,381848606.5924753,389865064.56009084,397734607.38183796,0.0,0.0,349677571.9371515,0.0,0.0,0.0,396340196.28931254,0.0,0.0,251397064.7353188,417030317.8586497,426586853.6715178,0.0,0.0,319522758.2510127,395780324.4357374,0.0,367250187.74448234
2018,강서구,72003,740541315.3815992,740602172.3694189,0.0,634622420.1416415,642628993.1427727,641864532.8333378,619277124.1633897,0.0,0.0,369203044.444213,0.0,0.0,0.0,661864229.6135473,639922279.1444179,0.0,633508565.4785118,676147418.2260712,0.0,382774230.924789,539686654.9206474,646065929.6599607,0.0,0.0
2018,관악구,68687,600225904.0493718,598211346.5215275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554454350.5610647,99854797.97279668,304571605.51181376,0.0,0.0,0.0,480300899.63702697
2018,광진구,67154,639119583.8165164,636228861.2607738,487873547.7685824,559561731.9113146,0.0,549666757.4554062,551793681.0084107,555566377.7534314,470015611.0828418,348415445.3144557,0.0,0.0,0.0,572390741.807281,567552532.9929869,436854119.41122884,599252166.351936,578556952.4540515,121164805.99697432,0.0,470394573.60198957,566045129.1088073,0.0,0.0
2018,구로구,64931,662351302.1745892,657637655.6284902,430540096.850065,548225657.7147291,0.0,0.0,0.0,0.0,419245830.61954284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592451194.6936487,579766712.8438737,0.0,281936499.6637496,454594064.2931478,537110192.0728054,573249171.2827723,0.0
2018,금천구,51185,505080493.7527091,504525109.1719497,324326629.81703836,396183410.6070005,437135933.7148435,0.0,403318074.06855255,405528634.49110866,0.0,226847263.96288848,0.0,0.0,417182110.581209,433274461.36633724,416744757.50669503,0.0,444382096.63072324,438355439.2868401,0.0,0.0,349457743.0798207,408670889.02014536,432880994.98161924,373974556.43055004
2018,노원구,52380,444713367.53918284,443600827.3651364,356132316.60450155,0.0,389199570.6216243,0.0,0.0,410681639.5013947,344239354.3897147,255635346.99780154,0.0,0.0,0.0,0.0,413967996.95333177,291484431.6260507,424194191.6899264,415670481.62786645,0.0,0.0,347408687.0791717,417053360.3534167,408377295.9705618,0.0
2018,도봉구,39960,433712769.711627,428917774.2615217,310089259.68849087,0.0,388659264.7740636,0.0,0.0,0.0,303918876.3712662,194405185.5544975,0.0,0.0,345531648.9524171,384741191.0623838,353873798.64575857,0.0,388685242.1909567,366233901.47737473,71422114.21876426,182332053.78437132,275661181.38830686,360023286.46249616,363742530.10419756,346195779.52745646
2018,동대문구,64618,723161614.672601,722307526.2821412,0.0,567511206.9629116,0.0,593817126.2973163,579982193.4499526,587390555.1141965,0.0,0.0,137145434.36097035,0.0,565660969.8544662,626457727.2442981,613906000.076505,0.0,652409550.9002887,578406965.1930821,0.0,290860964.5874213,472090733.3675289,571243750.4033047,632807292.3124738,509023748.0391794
2018,동작구,57833,576719401.4276204,558381680.0236276,0.0,470930747.5797587,0.0,0.0,0.0,0.0,0.0,276534799.96835893,0.0,0.0,490619495.9563972,525740474.3338337,0.0,0.0,472029257.29067,561581410.8490472,0.0,0.0,384477403.53716487,550720878.1097251,0.0,0.0
2018,마포구,98127,853994938.5052248,857129225.4895006,0.0,0.0,0.0,728185294.2876021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542596953.6947559,782166937.7306727,719979409.0470705,0.0,406178141.1445451,0.0,0.0,0.0,0.0
2018,서대문구,52618,494857696.7386078,495856676.9519044,383345260.39210826,414653293.2476622,427679624.5915066,428865871.4692804,439543095.20495516,424102898.4115014,366446069.9954128,270361620.5658909,0.0,0.0,427932723.5725081,438351936.14678454,442447814.68646836,304926143.8249222,436743045.9628748,432492267.97253346,0.0,236130664.49801803,365617612.2757327,433020798.9578209,426455192.4134496,406544285.74588567
2018,서초구,114001,1408014037.1446588,1412845341.7772918,0.0,0.0,1162935634.406476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173950840.7310803,0.0,0.0,0.0,1176675787.6068006,0.0,1119661459.9241185
2018,성동구,45465,583193724.6124688,584179733.0484171,390930144.5639072,475807114.8510357,0.0,489507323.8065206,0.0,0.0,375895376.499538,249258060.45051596,0.0,0.0,455409133.9960144,510283242.9648156,0.0,320397911.54915303,523971643.5446684,486662248.1722763,0.0,258156372.33074614,0.0,490025516.4160163,510128072.13071877,0.0
2018,성북구,55694,643484386.3849949,631720536.6708086,0.0,514530967.2004138,0.0,521114695.54106086,535421906.97262055,0.0,0.0,314656074.11100286,0.0,0.0,518622124.6469009,0.0,558980286.9673555,347539102.69727665,567244092.0301803,565672907.296032,0.0,296780916.5115002,0.0,571081468.1778394,540486027.0726042,500067052.33152026
2018,송파구,110203,1229535445.9986591,1236158368.0841568,872581000.2211281,0.0,0.0,0.0,0.0,0.0,838688009.6996891,579905815.2718583,0.0,0.0,1040799119.3070916,0.0,0.0,0.0,1103348384.664844,1073366042.7470183,0.0,564152259.3675328,848550085.9668856,1032282210.523156,1073990897.2049804,926842797.3930885
2018,양천구,61934,619470314.6231024,605091750.0364524,505722963.3122749,513949285.4497824,0.0,503880517.0547256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545616866.4304698,534670149.0573099,0.0,552875836.3243035,538410952.966969,0.0,289693093.3326111,445857858.74484044,513179159.3347527,0.0,0.0
2018,영등포구,80370,949515633.684197,959834202.472384,603360859.5201762,0.0,754294110.5100219,0.0,741595251.3719517,773864479.0777793,562844798.9301859,380322185.21192485,0.0,0.0,728616427.155203,775363615.5553154,788327727.3841109,496048766.7408508,795517393.7927326,781725949.6348375,0.0,0.0,0.0,730589371.6240219,763054425.5534073,0.0
2018,용산구,65732,687420417.6874621,697434537.1560853,400624864.3103936,547126157.2587417,0.0,0.0,555915631.0007787,0.0,376459858.32275444,0.0,0.0,0.0,556758939.5067667,0.0,0.0,0.0,0.0,0.0,79075024.40569724,258242606.1526808,488293537.53589344,572289183.4535426,510405573.2334033,538440375.4251931
2018,은평구,60310,718792126.7951747,710557371.5615497,0.0,587521525.6980822,0.0,603234067.1994709,595030850.3255465,0.0,0.0,362785030.5840302,0.0,0.0,0.0,0.0,0.0,0.0,604539731.841493,652678347.4596035,0.0,0.0,493035703.47618043,619224418.0104339,623252465.1416454,0.0
2018,종로구,113793,793914828.467096,796857435.32593,540011226.27424,0.0,0.0,0.0,0.0,0.0,516812391.4500315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706801517.7665715,666592472.1792798,0.0,0.0,0.0,0.0,0.0,0.0
2018,중구,195454,887625987.748069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797350247.8597523,0.0,0.0,0.0,0.0,0.0,742822154.8380954,0.0
2018,중랑구,54964,612493055.2559878,602591754.268169,458960069.8916593,0.0,0.0,0.0,0.0,513783750.7011054,0.0,297661214.1435394,0.0,434345303.4503059,0.0,0.0,546590224.1291425,0.0,550902775.839146,539526921.2049469,0.0,303720863.546575,426294627.64188236,514377537.0076726,548266041.1232735,481650616.84423435
2019,강남구,186863,1590345127.654382,1599968253.484106,1129422960.8761892,1230259753.176087,1366777666.4941292,0.0,1331573794.599127,1296943027.445011,1090895348.2752538,766005742.3740273,0.0,0.0,0.0,1450902864.5881937,0.0,922375304.5845658,1451547334.146363,1357717178.242473,0.0,742317497.7052418,1129943213.8626983,1426424961.0797603,0.0,0.0
2019,강동구,80763,603986452.4407358,601186593.9839684,419156090.2127322,479375922.6119992,520000555.69459766,481513479.19986796,467505018.0928879,460756300.64454854,404195082.1579609,247540497.0914177,94865242.80890068,340952580.86738986,487385854.17267305,492785539.5459771,496627927.26572776,303524717.29221493,500607777.89897156,559505211.3385786,62146394.505248085,261572487.10553518,387042641.8466572,514734903.3765095,480195861.0686508,390003012.59533507
2019,강북구,50589,353027895.5477126,346864216.53017116,251896676.33899084,287389758.0033057,0.0,285449706.0767512,287346766.92067647,0.0,248175007.73953214,157580277.32038578,0.0,187316635.1028909,279755269.7399598,301566795.5013472,312080059.80648273,175470662.3392882,317414416.1539499,317770218.48539627,41372501.4881294,0.0,223830476.5757265,302496004.0409095,291045078.34866357,0.0
2019,강서구,78178,621050484.8147129,611218268.7389387,427230085.2899775,524703428.87801737,494969498.68239605,521882295.01038444,503573772.0209784,476722449.53128004,406166041.55650353,236981494.51828867,97364410.47205131,339336530.0442085,471123336.8737459,530607368.4851893,504424371.424525,312620466.4260186,537762645.6954138,546076927.165769,67919287.97415611,275526805.1213531,424647758.73294157,516156449.23903763,529950367.47347236,420238436.78089124
2019,관악구,73231,467084945.104929,466007244.9716954,327057015.060445,393852239.7475262,392186744.55736315,390066811.86708486,373495350.4202914,387884084.0862659,309451929.5486635,198301277.0534474,0.0,255405969.71421713,367095828.81928885,391554586.29703873,419375958.6706047,238030297.22097903,413462264.9250654,433940761.85350585,64321435.23418155,0.0,344189608.1912091,400964672.0662295,396713420.50309706,342566357.601367
2019,광진구,72688,534970653.9017359,528602757.1697889,373199074.8607577,420767846.95807105,437309279.7878373,449414170.2758901,433074471.2447247,431033392.7302675,361666247.29172945,253258819.0115654,89157615.2748556,0.0,419097571.75890553,466416160.2949823,443813869.101189,285668673.4538701,499006459.7147929,458625991.84130394,0.0,254852722.32825622,0.0,461240081.7328727,442366198.17124957,0.0
2019,구로구,70988,482188674.69992083,483239915.3636927,302689720.4432126,414297527.68536574,391391378.3716145,408860140.8585531,401979047.63874906,386692781.2174184,288705430.7286676,184577875.92158142,84508813.09414214,322141333.6912219,389097129.55915856,414922471.66845685,408401552.9679072,239896068.44600606,426534557.60913306,413918758.91064215,0.0,183291978.59146675,309095571.59383327,407202695.4680364,389571205.57763183,0.0
2019,금천구,54991,375341899.85648364,368747599.5264394,257399068.7011823,309103158.18544805,313702855.1631434,312058342.0386755,288951292.73960024,306230495.111515,243466202.1125467,146522916.15922228,54389759.08297161,0.0,311664086.6553698,307607154.1606982,322081312.6024248,174634639.4852804,342378965.3349527,319953756.1386301,0.0,148743644.34820753,263050113.21177146,339370236.97034955,325590965.6468308,257392199.72532922
2019,노원구,58804,365145159.13704515,363825665.82492423,274677242.45147413,314829597.1242009,295552882.38053095,306952059.10556954,301791344.77208275,296619534.2041181,267427257.51365736,168093373.06916144,57667292.43364866,206855838.7535127,300995070.040677,304328905.0947625,325038610.5960178,218017194.31541052,332162225.93185556,334425741.02804005,49611974.59107826,179713736.64230117,251394483.55571714,313272378.84744555,320333088.51175773,265101066.72636092
2019,도봉구,42035,366722417.3352883,365009724.3014046,216962602.49250162,286081338.5866411,324266027.79389566,320577121.9342808,242984680.01211223,299608067.43905354,205416220.57990432,139471063.6393389,49506430.95261667,192262498.5833045,245741013.6073093,362997559.7012371,0.0,156958365.01695856,339920871.1032275,291758712.72626853,40590960.76885761,133598616.6431323,208895147.82223353,264571772.97838965,270985507.0874671,341272136.2339326
2019,동대문구,67057,452747637.09971523,442246964.9582293,333570894.38739455,364453132.491272,346662140.4942621,349228945.0201472,366192786.4952744,349167581.1143584,317924157.58317256,185956461.00891224,0.0,260754266.85008347,338804443.1504522,369087454.0065549,373929201.53078425,234389582.53552932,395025095.05215794,404049194.95888036,52854981.767747395,193214457.35227954,302623567.9236363,371119932.0370908,379703604.8843693,328060633.0238448
2019,동작구,61757,467152179.59399223,465283678.90578395,323403750.5528235,413785601.86612064,0.0,376696568.4051281,0.0,381616250.35825396,309194723.4884759,188520475.35998708,71495304.17974798,254206783.30227894,367138262.78707945,404399920.80894375,390097828.06946427,239736629.09324828,400771776.9349419,429480103.9953681,0.0,213175442.2668764,299714885.884375,391386601.5044248,373841522.1934058,309775517.777467
2019,마포구,104848,624557976.9519407,634327103.5564929,0.0,505674677.88778055,0.0,0.0,507530719.19530267,0.0,0.0,0.0,0.0,0.0,493911284.4098455,0.0,575705498.3104551,355654435.1568098,580448135.655576,555923417.4729326,0.0,310472152.3680523,463952278.2544719,0.0,0.0,0.0
2019,서대문구,56276,394345601.3825609,386063171.80840486,308611155.1334485,296736014.828479,329307583.89729935,322763985.00422156,314901836.3865989,318791609.6261217,288675869.5730554,191166116.7066264,67912932.32509066,223145224.621871,308420283.0726596,334984809.5190605,355277023.75293684,221926289.65611055,368194189.47905374,346687458.9501761,55852717.13282064,170750079.93210605,272045612.8880166,362922782.4996135,350386619.76984084,272174036.175514
2019,서초구,119968,961919953.9217377,941701082.2407068,629339226.1788017,774046296.6266153,765723337.6806687,720608669.7127631,671441378.2780081,711647616.1737344,595192303.9119037,368797822.3087281,0.0,0.0,719205942.1880385,794290412.5946987,790018082.7423546,469575332.12170017,845918969.238687,775474936.0180678,0.0,355683384.99376386,0.0,815403389.9179747,737928264.272038,0.0
2019,성동구,46767,424133708.1180226,419183146.3582612,267993202.0738028,400808722.0973436,336213731.3421306,308522118.7284881,325567174.20247555,324298973.6194892,259441885.57504693,146817182.20380723,0.0,217393537.85719866,0.0,369975990.5034396,349060755.7048483,205857856.8052425,402489421.19716305,338641883.0070806,47064576.98414666,0.0,0.0,341855560.59875363,366238740.2227097,267761982.92892385
2019,성북구,57281,488255607.3478514,481090765.1955108,349928857.492649,382709832.04641354,390945693.14109904,383631389.70158327,413312440.7631451,372103985.5937559,332952316.1523065,218968239.66184393,0.0,265342493.36685276,365846485.4983661,393937151.6431148,415620097.3204763,251468257.93786976,404824397.4148178,456210899.08296865,63641949.57422272,210662592.40435356,337448829.7384599,414197210.33617955,409717923.7086468,356996091.3611761
2019,송파구,117561,861178190.3653456,863622521.0975285,647131373.1963977,719208604.8739715,0.0,0.0,0.0,692288226.4866042,593292381.4445071,0.0,0.0,0.0,710686531.2280548,712375270.1511773,738562969.3641032,481739931.9270618,765781062.521602,792103269.4384786,0.0,369755646.78671867,643294939.2309394,746284097.6100727,0.0,635849755.291578
2019,양천구,66043,451941589.4020791,452306800.9391331,334990102.0966646,370918001.9022143,390056783.55673164,370467605.977881,369845630.04190946,381593207.89741147,325906601.87299544,220323948.59049195,0.0,265064844.63989177,347481627.7432226,380822334.0889746,415732810.4874143,252734172.19696236,411043183.2419751,417487997.27107865,0.0,214019985.36682478,358472828.0362064,393871004.8557224,386362003.5559463,348459206.9503459
2019,영등포구,86946,599512614.32798,595675834.1589916,377057268.28540015,454748677.99707973,502951608.38684845,463681148.3299713,459111925.406362,495711293.5198344,351851671.25063986,232880544.4097571,121053636.87431246,0.0,429710871.110295,486853480.9908757,510731832.85122037,281169490.4996166,541307001.3612927,489986948.6398991,52684009.29891686,0.0,0.0,505318766.72954303,462670972.49855435,0.0
2019,용산구,67789,522992199.3463146,525443817.3190576,315747940.7830797,433308359.8453773,419277522.08590615,409179945.6470518,383398698.5524647,380957608.7150085,302591371.2898476,191598797.48177502,0.0,0.0,406116944.7369355,440320821.7185051,389279556.0697425,0.0,453454963.0095684,430448600.779433,0.0,196643853.25436413,359378492.5632067,391911522.6528804,401647499.10114413,358861548.2176317
2019,은평구,62498,570538105.9614505,569729232.0030707,379567689.9941336,466018393.90746063,443141436.38419956,461819755.69222635,0.0,0.0,355165695.77698493,244270161.20339572,74347692.87787773,314013207.420454,433250518.1405185,465424864.71485144,0.0,293191074.6963479,494148062.0409761,503647301.0614324,75214407.0891683,250720838.5871654,356841212.15872824,475817212.8669133,475193800.76415247,394638419.75969946
2019,종로구,114538,482484138.16901845,482432844.48904413,331779898.27693444,394929771.90512675,401731466.04415864,395612314.699666,391919548.61987704,383999825.2510119,323901615.6173221,0.0,87800617.11698514,270764650.2832952,0.0,420787827.9658599,393778783.39549315,265478067.27207595,415516323.21645516,431243540.1821661,59675711.653823525,208263436.42530262,352532993.86029655,401282430.0119289,0.0,0.0
2019,중구,185737,574839273.50343,560301857.4434342,0.0,458607127.8181949,470353938.9262739,0.0,0.0,455170675.8392385,0.0,0.0,137502642.5773923,0.0,447677299.6878869,0.0,502926212.5177387,0.0,518705048.04349536,502461326.1585391,0.0,269734920.99410737,0.0,0.0,0.0,0.0
2019,중랑구,57652,475939185.5165262,474172650.22508913,329099126.31110317,396750756.05274975,376376360.0642706,389431954.25159186,380784525.90774727,398639582.4472927,311723658.50409555,213043945.31291854,78223779.19337666,254587937.0200014,353145571.7975749,397354111.8047268,398302911.74658084,244483988.43067172,427762783.03540546,429844125.1445871,61285325.75024669,223567837.1959881,343468792.2256291,405092575.0095764,401809557.01179075,339415133.23492885
2020,강남구,191345,1893157662.0223024,1876888078.6792154,0.0,0.0,1542404285.361592,0.0,1485020932.2559023,1603935735.3187323,1121912551.5138338,0.0,0.0,1139865925.5836995,0.0,1755663876.702427,1461505528.9974418,0.0,1741331865.5338035,1512191547.1647,0.0,0.0,1218710151.5558708,1652265408.2448058,1591506373.0379224,1375078940.0753815
2020,강동구,80207,602170255.1346226,600548572.2133693,403622955.68500686,499915794.9802432,0.0,491576566.5824795,477751291.0990819,470757585.1167076,383844261.52369756,237979749.4134116,0.0,340436653.61587036,449629728.4079768,504853916.90071243,512692506.7369636,0.0,522329934.7709903,552092655.8751248,59605928.83620274,0.0,396448782.72682863,509517371.7816821,488544756.4246657,391891966.42261463
