자치구,주택수,단독주택수,다가구주택수,아파트수,년도,월세거래수,월세평균임대면적,월세평균보증금액,월세평균임대료액,다가구주택_월세거래수,다가구주택_월세평균임대면적,다가구주택_월세평균보증금액,다가구주택_월세평균임대료액,전세거래수,전세평균임대면적,전세평균보증금액,다가구주택_전세거래수,아파트_전세거래수,다가구주택_전세평균임대면적,아파트_전세평균임대면적,다가구주택_전세평균보증금액,아파트_전세평균보증금액,임대거래수,실거래수,평균실거래가,평균거래면적,다가구주택_실거래수,다가구주택_평균실거래가,다가구주택_평균거래면적,아파트_실거래수,아파트_평균실거래가,아파트_평균거래면적,지가변동률,아파트비율,단독주택비율,단독주택_내_다가구주택_비율,월세비율,다가구주택_전월세비율,다가구주택_실거래비율,아파트_실거래비율
송파구,191349,9875,6557,113627,2016,13160,53.9503594224924,14987.449088145897,55.860030395136775,2590,39.35921621621621,3692.1718146718144,36.525482625482624,17818,65.56305421483893,34108.230665619034,1958,9520,11966.343207354443,48554.69338235294,45.98012768130746,83.28524579831934,30978,13411,60960.25359779286,77.54768399075385,477,97735.18448637317,232.81574423480083,8802,75297.83708248126,83.054844353556,0.24,0.5938207150285604,0.0516072725752421,0.664,0.424817612499193,1.3227783452502553,0.03556781746327641,0.6563268958317798
강동구,116063,11035,8207,71613,2016,7853,48.94541067108111,7883.471030179549,43.60944861836241,3383,43.03649423588531,3680.745787762341,34.90097546556311,11295,60.669117308543605,23009.734395750333,2846,5047,11122.645818692903,32870.6372102239,48.70367884750527,79.4012026946701,19148,10244,45984.791585318235,75.34231843030066,507,93737.74556213018,231.94272189349113,6697,52296.840226967295,77.00792145736897,0.297,0.6170183434858655,0.09507767333258661,0.7437245129134572,0.4101211614790056,1.1886858749121574,0.04949238578680203,0.6537485357282311
종로구,45787,12920,4032,14507,2017,2379,46.70797393862968,7498.614964270702,61.62547288776797,1017,40.242605703048184,4187.2271386430675,45.29891838741396,2640,63.74600378787879,29414.23106060606,842,979,15414.57244655582,48520.53115423902,51.929893111638954,77.98046986721144,5019,2490,49647.62329317269,77.80689156626507,482,75735.52489626556,113.63929460580913,885,58548.96723163842,79.8473559322034,0.26966667,0.3168366566929478,0.2821761635398694,0.31207430340557274,0.4739988045427376,1.2078384798099762,0.19357429718875502,0.35542168674698793
중구,39512,6308,2452,23874,2017,2225,48.409824719101124,7770.480449438202,70.36449438202247,704,37.782599431818184,3089.119318181818,47.31676136363637,2548,60.87041208791209,31406.246467817895,572,1268,12589.86013986014,46344.92586750789,46.93284965034965,79.14875394321766,4773,2101,56012.75725844836,78.36854831032842,223,98283.52914798206,142.46255605381165,1304,61726.83435582822,81.40582055214725,0.26658332,0.6042215023284065,0.1596477019639603,0.388712745719721,0.46616383825686153,1.2307692307692308,0.10613993336506425,0.6206568300809139
용산구,71356,14993,7693,35648,2017,4234,53.91200283419934,8477.073925366085,68.28530940009448,1955,43.94702813299233,2833.0920716112532,47.582097186700764,6154,65.63056873578161,30918.680532986677,1659,2438,12307.004219409282,51822.372026251025,51.14742013261001,91.80698933552092,10388,4916,86218.03376729049,90.65845199349064,822,106339.97323600973,127.98940389294403,2488,105680.0691318328,101.3764188102894,0.42550004,0.49957957284601157,0.21011547732496216,0.5131061161875542,0.40758567577974586,1.1784207353827607,0.16720911310008138,0.5061025223759154
성동구,86650,11044,6899,62985,2017,6334,49.11676823492264,9324.249447426586,67.69718976949795,2709,32.77671096345515,2751.856773717239,38.26024363233665,8067,63.144336184455184,32745.393702739555,2179,4659,11091.06011932079,47007.96222365314,41.74039926571822,79.11081133290406,14401,6365,64411.94626865671,82.2337501963865,555,86482.85045045045,156.50935135135134,4777,69173.81829600167,82.05620263763868,0.4251667,0.7268897864974033,0.12745527986151184,0.6246830858384643,0.4398305673217138,1.2432308398347867,0.08719560094265515,0.7505106048703849
광진구,84316,16297,12585,30301,2017,7865,42.931933884297514,6185.4605212968845,45.294342021614746,5011,39.7612193175015,3416.3027339852324,37.599481141488724,9194,53.09093865564499,23200.96204046117,4034,2068,12561.638572136837,48071.092843326885,45.409990084283585,83.2408413926499,17059,5806,51554.07853944196,83.47006372717878,725,100641.53793103449,217.6426620689655,2413,65424.87608785744,84.72390799834231,0.35500002,0.359374258740927,0.19328478580577826,0.7722280174265203,0.46104695468667567,1.242191373326723,0.1248708232862556,0.4156045470203238
동대문구,97891,19954,10959,58161,2017,5323,43.05203080969378,5065.304903250047,47.32782265639677,2513,37.72030640668524,2440.274572224433,36.17270194986072,6282,56.626496338745625,20595.753900031836,2400,2554,9771.8,33581.84338292874,43.40167916666667,77.52242364917775,11605,7293,40167.55683532154,74.49755930344165,1039,53623.538017324354,124.72070259865255,4192,45363.677719465646,76.3525715648855,0.32708332,0.5941404214892074,0.2038389637453903,0.5492131903377769,0.45868160275743214,1.0470833333333334,0.14246537775949542,0.5747977512683395
중랑구,103740,19669,14355,51031,2017,5892,45.86993211133741,3919.016123557366,37.67226748133062,4088,44.931949608610566,2653.7688356164385,32.99730919765166,8102,53.90971611947668,16125.813009133548,4116,2311,9744.898445092324,27320.125054089138,48.92640427599611,70.21219385547383,13994,6111,35477.595974472264,83.49733758795614,1095,61894.12146118721,177.9488675799087,3188,35397.08626097867,72.585630489335,0.30566666,0.49191247349142087,0.18959899749373432,0.7298286643957497,0.4210375875375161,0.9931972789115646,0.1791850760922926,0.5216822124038619
성북구,130766,25457,10682,71571,2017,5797,49.47602035535622,6185.332068311195,46.49197860962567,3170,41.699015772870666,2709.070031545741,36.45993690851735,7770,62.74437837837838,23117.867696267695,2648,3804,10072.960725075529,34936.72975814932,48.559728096676736,77.88203207150369,13567,8686,42141.928160257885,80.37639419755929,1279,58799.8506645817,132.3387177482408,5365,45786.7945945946,79.06854986020504,0.25683334,0.5473211691112368,0.19467598611259807,0.4196095376517264,0.4272867988501511,1.197129909365559,0.14724844577481003,0.6176606032696292
강북구,94526,18369,10463,33458,2017,4014,44.209666168410564,3131.6709018435477,38.752615844544096,2716,41.1504528718704,1862.6417525773195,33.640648011782034,4611,55.137230535675556,15196.26848839731,2214,1309,8055.058717253839,28921.51642475172,45.960140018066845,76.7663101604278,8625,5310,30677.404331450096,75.6196308851224,975,54552.07487179487,153.68748717948716,1885,37431.12413793104,74.6596923076923,0.303,0.35395552546389353,0.1943274866174386,0.56960095813599,0.4653913043478261,1.2267389340560073,0.18361581920903955,0.3549905838041431
도봉구,104752,9014,5800,64352,2017,3679,51.46686327806469,3764.5428105463443,42.452840445773305,1445,48.885916955017294,1805.949480968858,31.52318339100346,5771,60.607314156991855,17736.540980765898,1332,3227,7522.597597597598,23626.32104121475,52.120848348348346,69.37138828633405,9450,6421,29061.439028188757,71.7918252608628,448,55184.15178571428,187.8955357142857,4114,32261.16577540107,70.29455274671852,0.28033334,0.6143271727508782,0.08605086299068275,0.6434435322831151,0.38931216931216933,1.084834834834835,0.06977106369724342,0.6407101697554898
노원구,187025,7081,3491,161701,2017,7062,47.134080996884734,5018.454970263381,44.96856414613424,1780,35.30303370786517,2061.293820224719,33.04831460674157,11688,58.966368069815196,21031.310574948664,1323,9451,8371.315192743765,23606.57464818538,41.48170068027211,62.676469156703,18750,11760,32679.301105442177,65.32445833333334,371,54370.56064690027,148.07304582210242,9966,34026.48434677905,64.8648183825005,0.35558334,0.864595642293811,0.037861248496190346,0.4930094619404039,0.37664,1.345427059712774,0.03154761904761905,0.8474489795918367
은평구,143727,16416,8767,52000,2017,6798,45.00309061488673,4438.417328626067,43.271844660194176,2873,45.8827671423599,2586.335189697181,35.56526279150714,9469,57.32011511247228,19142.474812546203,2389,3047,9751.5140226036,31744.958647850344,51.219640016743405,78.18685920577617,16267,10590,31773.595467422096,67.95638054768649,788,66020.49111675126,163.5357614213198,3790,45038.05567282322,78.97258839050131,0.27216664,0.36179701795765584,0.11421653551524766,0.5340521442495126,0.4179012725149075,1.2025952281289243,0.07440982058545798,0.3578847969782814
서대문구,94398,13939,8822,47445,2017,4472,46.72453711985689,6857.975849731663,49.818425760286225,2124,37.90169020715631,2730.4863465160074,38.78107344632768,5878,61.71971929227629,25310.397924464105,1777,2746,11062.303320202589,38987.021121631464,46.38509285312324,77.42515294974508,10350,6347,42944.979832991965,75.43742082873798,596,70170.56040268457,151.83788590604027,3485,51553.6,78.38033572453371,0.283,0.5026059874149876,0.1476620267378546,0.6329004950139895,0.4320772946859903,1.1952729319077096,0.0939026311643296,0.549078304710887
마포구,118355,12607,6733,66349,2017,9255,43.7096002160994,7588.54262560778,58.30923824959481,3381,38.382552499260576,2932.24016563147,47.659568175096126,9897,56.58452460341518,28580.591492371426,2007,4356,13161.684105630295,43679.22727272727,44.88602889885401,75.82882001836548,19152,8433,54740.623502905255,72.1705466619234,608,104042.83717105263,156.76879934210524,4752,66668.10500841751,79.20212121212121,0.433,0.5605931308351992,0.10651852477715348,0.5340683747124614,0.4832393483709273,1.6846038863976083,0.07209771137199099,0.5635005336179295
양천구,137056,8370,5712,85758,2017,5210,56.72309596928983,12144.58848368522,49.13109404990403,1682,40.595648038049944,2245.5713436385254,32.799048751486325,10988,64.23057426283218,29264.83764106298,1440,6271,9181.076388888889,39776.04433104768,46.77617361111111,77.69684739276032,16198,8184,46333.995845552294,74.51082478005864,355,70379.77746478873,197.7909295774648,4732,61157.60418427726,80.92994294167372,0.31075,0.6257150361895868,0.061069927620826525,0.6824372759856631,0.3216446474873441,1.1680555555555556,0.04337732160312806,0.5782013685239492
강서구,188176,10895,7399,111037,2017,9756,39.18862238622386,4329.293050430504,46.09737597375974,2007,42.71757349277529,2254.462879920279,34.95117090184355,15953,52.97541653607472,21478.5588917445,1894,6979,9143.117212249208,31248.365668433875,48.22061774023231,70.89859005588194,25709,11133,35329.0066469056,66.9383706098985,467,80736.40042826552,210.99961456102784,5844,46193.81245722108,72.90694729637235,0.44525,0.5900699345293767,0.05789792534648414,0.67911886186324,0.37947800381189467,1.059662090813094,0.04194736369352376,0.5249258959849097
구로구,121684,12008,8504,75540,2017,6433,43.91222291310431,5124.199284937044,43.977304523550444,2250,38.97527111111111,1953.7884444444444,33.20666666666666,8550,58.138483040935675,20053.950175438596,1892,4295,8137.5237843551795,27977.204423748546,44.22330338266385,70.82234225844005,14983,8483,33254.13179299776,70.66776965696097,543,58989.44935543278,164.6094290976059,4864,38815.92393092105,73.39198807565789,0.3050833,0.6207882712599849,0.09868183162946649,0.7081945369753497,0.4293532670359741,1.1892177589852009,0.06401037368855358,0.5733820582341153
금천구,62314,9410,7723,29385,2017,3781,38.56103676276118,2936.709865115049,37.274266067178,2363,37.26943715615742,1821.8125264494288,31.77316969953449,4308,50.12969127205199,14651.455896007428,1782,1271,7912.530864197531,24414.871754523996,42.47398428731762,70.06202989771833,8089,3692,32737.24593716143,78.81175514626219,411,68209.96107055961,211.42401459854017,1793,35306.31455660903,72.98806469604015,0.32041666,0.4715633725968482,0.1510094039862631,0.8207226354941551,0.4674248980096427,1.3260381593714927,0.11132177681473455,0.48564463705308775
영등포구,99225,15401,10529,68204,2017,7664,44.04298016701462,6547.680584551148,49.31837160751566,3406,35.53051967116853,2410.984145625367,35.704345273047565,10287,57.917028288130645,25933.23991445514,2734,4586,10638.734089246525,39006.104666375926,41.37313094367227,78.96219799389446,17951,7627,49557.55473974039,79.18640225514618,877,69757.70353477765,153.22570125427595,4729,56155.67942482555,78.93148022837809,0.32941666,0.6873670949861426,0.15521289997480472,0.6836569053957535,0.42694000334243215,1.2457937088514996,0.11498623311918185,0.6200340894191687
동작구,111548,15626,10278,58320,2017,8434,44.57403011619635,7660.328669670382,46.151173820251365,4747,36.96642300400252,2962.250052664841,37.300400252791235,10115,57.41782501235789,25234.72545724172,3892,3684,10811.884635149023,44892.734527687295,41.19284172661871,82.39743213897937,18549,7795,53450.51494547787,83.4302706863374,897,88598.28985507246,174.33583054626533,4328,62489.26455637708,84.88070009242143,0.36600003,0.5228242550292251,0.14008319288557392,0.6577499040061436,0.454687584236347,1.2196813977389518,0.11507376523412444,0.555227710070558
관악구,124170,22196,14823,53548,2017,11239,36.360717145653524,4322.667764035947,41.08924281519708,6932,34.2609564339296,2810.0115406809,37.32862088863243,10318,47.6773841829812,17308.284648187633,5120,2539,10602.3095703125,32437.63528948405,38.903902343750005,74.31706183536825,21557,7294,39074.996024129425,80.94904167809159,1026,88565.6179337232,210.66574074074072,3294,40429.838190649665,74.57271706132362,0.33108336,0.4312474832890392,0.17875493275348311,0.6678230311767887,0.5213619705895997,1.35390625,0.14066355908966274,0.45160405812996984
서초구,128977,6491,4379,91064,2017,8775,61.820159544159544,18299.238860398862,84.21481481481482,2266,45.85614298323036,5110.969108561341,47.59090909090909,11158,74.08160243771286,46238.76823803549,1488,6321,19014.583333333332,63061.20439803829,55.7836626344086,91.85002531245057,19933,8023,98583.56013959866,91.44055714819892,235,221437.18723404256,306.2556595744681,5253,120252.2701313535,99.84284028174376,0.35925004,0.7060483652124022,0.05032680245315056,0.674626405792636,0.4402247529222897,1.5228494623655915,0.02929078898167768,0.654742614981927
강남구,173282,7334,4825,127206,2017,12197,60.247048454538,18181.511191276542,88.34902025088137,2814,47.391058990760484,5454.420042643923,55.70717839374556,14840,72.85518396226415,48320.564959568736,2019,9619,19839.276869737492,61755.48861628028,55.44196136701338,85.23320719409502,27037,9997,107683.86535960788,85.99867060118035,236,303593.17372881353,361.26322033898305,7049,125527.9388565754,89.62303163569301,0.40266666,0.7340981752288178,0.042324072898512255,0.6578947368421053,0.4511225357842956,1.3937592867756314,0.023607082124637392,0.705111533460038
송파구,196672,9322,6274,117214,2017,13977,51.43702081991844,12819.134077412893,59.428990484367176,2612,39.80908882082695,3546.083460949464,36.43683001531394,19062,63.49838212149827,34680.26356101144,2110,9662,11989.41943127962,50489.66156075347,46.28020853080569,82.73413475470916,33039,12195,67135.01049610497,76.09754653546536,296,108793.26013513513,246.14300675675676,8070,84055.26332094175,83.82354646840149,0.37574998,0.5959872274650179,0.04739871461112919,0.6730315382965029,0.42304549169163713,1.2379146919431279,0.024272242722427225,0.6617466174661747
강동구,120940,10742,7929,75263,2017,8299,48.42074225810339,7254.147126159778,45.003735389806,3493,43.959719438877755,3437.9756656169484,34.26023475522474,13548,60.20012769412459,26205.16725715973,2835,6606,11719.788712522046,36697.340145322436,49.80873015873016,76.66107629427793,21847,10222,52225.15437292115,77.42944237918216,461,106383.09761388287,254.63511930585682,6956,59676.802185163884,78.69309373202991,0.33675,0.6223168513312386,0.08882090292707127,0.7381307019177062,0.37986908957751636,1.2320987654320987,0.045098806495793384,0.6804930541968304
종로구,45729,12699,3994,14530,2018,2479,44.1538765631303,6477.304961678096,57.422347720855186,1153,38.82562879444926,3921.717259323504,45.564614050303554,2641,60.558826202196144,25551.376372586143,969,704,15393.828689370484,44861.904829545456,51.38118679050568,80.73291193181818,5120,2365,56946.416490486255,81.34487949260043,455,108306.38461538461,137.63024175824177,799,62398.8986232791,82.11763454317898,0.47191668,0.3177414769621028,0.2777012399134029,0.31451295377588784,0.4841796875,1.1898864809081526,0.19238900634249473,0.3378435517970402
중구,40177,6209,2425,24417,2018,2231,47.43840430300314,7576.244285073958,68.16494845360825,756,39.415727513227516,3404.727513227513,47.620370370370374,3213,57.71778400248988,30695.091503267973,706,1534,13141.85552407932,45343.32073011734,46.59398016997167,75.07312255541069,5444,2378,60575.43986543314,78.02493271656854,295,98331.14915254238,134.77433898305085,1410,68109.86241134752,82.0359645390071,0.4334167,0.6077357692211962,0.1545411553874107,0.3905620872926397,0.40980896399706096,1.0708215297450425,0.124053826745164,0.5929352396972245
용산구,71680,14792,7609,35728,2018,4369,54.085902952620735,7865.887617303731,70.63012130922408,2190,42.577287671232874,2681.9173515981734,46.63470319634703,7092,64.60174562887761,31751.507332205303,1926,2823,12414.254932502596,53592.35742118314,48.71382139148495,90.77152674459794,11461,5014,92831.47068209015,87.755021938572,777,129222.0296010296,144.77229086229087,2002,131362.73176823178,106.5173126873127,0.6899167,0.4984375,0.20636160714285715,0.5143996755002704,0.38120582846173984,1.1370716510903427,0.15496609493418428,0.3992820103709613
성동구,87830,10944,6851,63976,2018,5961,49.57890790135883,9039.503774534474,69.842476094615,2537,34.664942845880965,2840.2877414268823,38.33937721718565,9566,62.421038051432156,35041.10390968012,2355,5630,11193.779617834394,50072.96696269982,41.87204246284501,77.81015630550621,15527,4811,75798.52629390979,82.26785699438786,512,108837.697265625,166.57625,3338,81757.41881366087,79.9341072498502,0.595,0.7284071501764773,0.1246043493111693,0.6260051169590644,0.38391189540799897,1.0772823779193206,0.1064227811265849,0.6938266472666805
광진구,85638,16002,12292,30425,2018,8597,41.268487844596955,5604.36489473072,45.921135279748746,5760,38.00668576388889,3180.350520833333,38.19982638888889,10306,52.690292062876,24311.70133902581,4531,2519,12626.395939086295,49969.630408892415,43.04215846391525,81.7896943231441,18903,4728,60429.75824873096,90.16237732656514,702,125265.38888888889,242.45242165242166,1670,79620.63413173653,87.09606586826347,0.46149996,0.35527452766295337,0.1868563021088769,0.7681539807524059,0.4547955351002486,1.271242551313176,0.1484771573604061,0.35321489001692047
